code,title,points_r1_2021,points_r1_2020,points_r1_2019,Change 21 vs 20,21vs20,21vs19,20vs19
GY318,Biopharmaceutical Chemistry,555.0,509.0,510.0,Points decrease,46.0,45.0,-1.0
GY319,Mathematical Science,543.0,476.0,456.0,Points decrease,67.0,87.0,20.0
GY320,Physics (Degree options: Applied Astrophysics Biom,465.0,402.0,401.0,Points decrease,63.0,64.0,1.0
GY321,Genetics and Genomics,532.0,508.0,,Points decrease,24.0,,
GY322,Agricultural Sciences,485.0,,,Points decrease,,,
GY350,Computer Science and Information Technology,495.0,403.0,425.0,Points decrease,92.0,70.0,-22.0
GY401,Engineering (Undenominated),522.0,465.0,444.0,Points decrease,57.0,78.0,21.0
GY402,Civil Engineering,533.0,455.0,509.0,Points decrease,78.0,24.0,-54.0
GY405,Mechanical Engineering,541.0,454.0,443.0,Points decrease,87.0,98.0,11.0
GY406,Electronic and Computer Engineering,555.0,510.0,509.0,Points decrease,45.0,46.0,1.0
GY408,Biomedical Engineering,554.0,509.0,519.0,Points decrease,45.0,35.0,-10.0
GY410,Project and Construction Management,431.0,403.0,434.0,Points decrease,28.0,-3.0,-31.0
GY413,Energy Systems Engineering,509.0,502.0,532.0,Points decrease,7.0,-23.0,-30.0
GY414,Electrical and Electronic Engineering,433.0,405.0,454.0,Points decrease,28.0,-21.0,-49.0
GY501,Medicine (five year/six year course  HPAT required,737.0,728.0,726.0,Points decrease,9.0,11.0,2.0
GY502,Occupational Therapy,601.0,555.0,532.0,Points decrease,46.0,69.0,23.0
GY503,Speech and Language Therapy,578.0,543.0,529.0,Points decrease,35.0,49.0,14.0
GY504,Podiatric Medicine,531.0,443.0,434.0,Points decrease,88.0,97.0,9.0
GY515,General Nursing (Galway and Portiuncula),502.0,476.0,442.0,Points decrease,26.0,60.0,34.0
GY516,Mental Health Nursing,475.0,440.0,388.0,Points decrease,35.0,87.0,52.0
GY517,Midwifery,520.0,495.0,429.0,Points decrease,25.0,91.0,66.0
LY108,Business - Accounting,312.0,309.0,318.0,Points decrease,3.0,-6.0,-9.0
LY118,Business,288.0,290.0,287.0,Points decrease,-2.0,1.0,3.0
LY128,Marketing with Online Technologies,261.0,,,Points decrease,,,
LY208,Law,300.0,300.0,300.0,Points decrease,0.0,0.0,0.0
LY228,Sports and Exercise - Common Entry,290.0,300.0,278.0,Points decrease,-10.0,12.0,22.0
LY408,Design - Common Entry,301.0,320.0,307.0,Points decrease,-19.0,-6.0,13.0
LY508,Fire Safety Engineering,283.0,276.0,270.0,Points decrease,7.0,13.0,6.0
LY518,Quantity Surveying,304.0,301.0,307.0,Points decrease,3.0,-3.0,-6.0
LY528,Construction Management,262.0,271.0,267.0,Points decrease,-9.0,-5.0,4.0
LY538,Architectural Technology,234.0,,,Points decrease,,,
LY608,Mechanical Engineering,300.0,300.0,304.0,Points decrease,0.0,-4.0,-4.0
LY618,Electronic Engineering,321.0,312.0,307.0,Points decrease,9.0,14.0,5.0
LY708,Applied Computing,320.0,306.0,300.0,Points decrease,14.0,20.0,6.0
LY748,Computer Science,316.0,317.0,,Points decrease,-1.0,,
LY818,Science - Common Entry,302.0,303.0,302.0,Points decrease,-1.0,0.0,1.0
LY828,Agriculture - Common Entry,308.0,307.0,300.0,Points decrease,1.0,8.0,7.0
LY908,General Nursing,429.0,400.0,383.0,Points decrease,29.0,46.0,17.0
LY918,Psychiatric Nursing,367.0,357.0,291.0,Points decrease,10.0,76.0,66.0
LY928,Intellectual Disability Nursing,357.0,326.0,288.0,Points decrease,31.0,69.0,38.0
LY968,Early Childhood Care  Health and Education,288.0,303.0,300.0,Points decrease,-15.0,-12.0,3.0
LY978,Health and Social Care - Common Entry,279.0,280.0,260.0,Points decrease,-1.0,19.0,20.0
MI001,Contemporary and Applied Theatre Studies,209.0,375.0,345.0,Points decrease,-166.0,-136.0,30.0
MI002,Arts,280.0,300.0,300.0,Points decrease,-20.0,-20.0,0.0
MI004,Education - Primary Teaching - International,589.0,577.0,,Points decrease,12.0,,
MI005,Education - Primary Teaching,522.0,495.0,473.0,Points decrease,27.0,49.0,22.0
MI006,Education - Primary Teaching - Gaeltacht Applicant,485.0,456.0,442.0,Points decrease,29.0,43.0,14.0
MI007,Early Childhood Care and Education,409.0,357.0,366.0,Points decrease,52.0,43.0,-9.0
MI008,Education and Psychology - Primary Teaching,590.0,588.0,543.0,Points decrease,2.0,47.0,45.0
MI009,Education  Business Studies and Accounting,434.0,402.0,392.0,Points decrease,32.0,42.0,10.0
MI010,Education  Business Studies and Religious Studies,370.0,368.0,326.0,Points decrease,2.0,44.0,42.0
MI011,Education  Gaeilge and Religious Studies,407.0,409.0,377.0,Points decrease,-2.0,30.0,32.0
MI012,Education  Gaeilge and Business Studies,387.0,401.0,398.0,Points decrease,-14.0,-11.0,3.0
MI013,Education  Mathematics and Gaeilge,509.0,444.0,433.0,Points decrease,65.0,76.0,11.0
MI014,Education  Mathematics and Business Studies,476.0,434.0,,Points decrease,42.0,,
CI110,Counselling and Psychotherapy,292.0,310.0,,Points decrease,-18.0,,
CI111,Counselling and Psychotherapy with Addiction Studi,290.0,301.0,,Points decrease,-11.0,,
CI112,Counselling and Psychotherapy with Youth Studies,325.0,311.0,,Points decrease,14.0,,
LC110,Art and Design (Common Entry  portfolio),794.0,740.0,734.0,Points decrease,54.0,60.0,6.0
LC114,Fashion and Textiles for Product and Costume (port,914.0,880.0,900.0,Points decrease,34.0,14.0,-20.0
LC115,Art and Design Teacher Education (LIT and UL  port,993.0,942.0,,Points decrease,51.0,,
LC220,Digital Marketing,263.0,262.0,254.0,Points decrease,1.0,9.0,8.0
LC223,Law and Taxation,331.0,307.0,308.0,Points decrease,24.0,23.0,-1.0
LC224,Accounting and Finance,300.0,300.0,299.0,Points decrease,0.0,1.0,1.0
LC225,Marketing and Management,298.0,298.0,298.0,Points decrease,0.0,0.0,0.0
LC226,Enterprise and Innovation,255.0,234.0,216.0,Points decrease,21.0,39.0,18.0
LC233,Software Development,280.0,272.0,300.0,Points decrease,8.0,-20.0,-28.0
LC234,Immersive Digital Media and Spatial Computing,226.0,225.0,219.0,Points decrease,1.0,7.0,6.0
LC236,Internet Systems Development,260.0,262.0,298.0,Points decrease,-2.0,-38.0,-36.0
LC239,Computer Networks and Systems Management,317.0,307.0,335.0,Points decrease,10.0,-18.0,-28.0
LC241,Construction Management,326.0,255.0,276.0,Points decrease,71.0,50.0,-21.0
LC242,Property Valuation and Management,308.0,282.0,292.0,Points decrease,26.0,16.0,-10.0
LC243,Quantity Surveying,278.0,294.0,281.0,Points decrease,-16.0,-3.0,13.0
LC248,Built Environment (Common Entry),300.0,288.0,307.0,Points decrease,12.0,-7.0,-19.0
LC252,Civil Engineering Management,264.0,270.0,281.0,Points decrease,-6.0,-17.0,-11.0
LC263,Medical Technology,391.0,294.0,282.0,Points decrease,97.0,109.0,12.0
LC265,Forensic and Pharmaceutical Sciences,498.0,413.0,335.0,Points decrease,85.0,163.0,78.0
LC266,Drug and Medicinal Product Analysis,252.0,262.0,236.0,Points decrease,-10.0,16.0,26.0
LC275,Electrical Engineering,361.0,298.0,288.0,Points decrease,63.0,73.0,10.0
LC288,Mechanical Engineering,378.0,347.0,307.0,Points decrease,31.0,71.0,40.0
LC289,Precision Engineering,261.0,291.0,280.0,Points decrease,-30.0,-19.0,11.0
LC292,Social Care Work,374.0,367.0,360.0,Points decrease,7.0,14.0,7.0
LC293,Business Studies with Travel and Tourism Managemen,271.0,307.0,299.0,Points decrease,-36.0,-28.0,8.0
LC294,Business Studies with Event Management,279.0,279.0,271.0,Points decrease,0.0,8.0,8.0
LC295,Business Studies with Sports Management,262.0,252.0,263.0,Points decrease,10.0,-1.0,-11.0
LC297,Community and Addiction Studies,272.0,235.0,217.0,Points decrease,37.0,55.0,18.0
LC320,Business,381.0,346.0,337.0,Points decrease,35.0,44.0,9.0
LC330,Business with Computing,328.0,297.0,298.0,Points decrease,31.0,30.0,-1.0
LC340,Interior Design,391.0,350.0,298.0,Points decrease,41.0,93.0,52.0
LC362,Biotechnology and Biopharmaceutical Sciences,429.0,413.0,379.0,Points decrease,16.0,50.0,34.0
LC371,Creative Broadcast and Film Production,325.0,309.0,298.0,Points decrease,16.0,27.0,11.0
LC372,Music Technology and Production,377.0,325.0,321.0,Points decrease,52.0,56.0,4.0
LC374,Renewable and Electrical Energy Engineering,337.0,318.0,317.0,Points decrease,19.0,20.0,1.0
LC375,Industrial Automation and Robotic Systems,309.0,317.0,321.0,Points decrease,-8.0,-12.0,-4.0
LC376,Electronic Engineering with Computer Systems,357.0,318.0,308.0,Points decrease,39.0,49.0,10.0
LC380,Automotive Engineering and Transport Management,298.0,303.0,282.0,Points decrease,-5.0,16.0,21.0
LC392,Business Studies in Beauty and Spa Management,328.0,236.0,217.0,Points decrease,92.0,111.0,19.0
LC393,Early Childhood Education and Care,309.0,236.0,260.0,Points decrease,73.0,49.0,-24.0
LC402,Social Care Work,228.0,225.0,209.0,Points decrease,3.0,19.0,16.0
LC408,Environmental Science and Climate,279.0,279.0,262.0,Points decrease,0.0,17.0,17.0
LC416,Business,260.0,274.0,,Points decrease,-14.0,,
LC418,Computing - Games Design and Development,260.0,270.0,271.0,Points decrease,-10.0,-11.0,-1.0
LC422,Applied Strength and Conditioning,289.0,298.0,288.0,Points decrease,-9.0,1.0,10.0
LC502,Game Art and Design (portfolio),841.0,852.0,838.0,Points decrease,-11.0,3.0,14.0
LC517,Creative Media and Design,279.0,234.0,229.0,Points decrease,45.0,50.0,5.0
LC518,Digital Animation Production (portfolio),807.0,808.0,816.0,Points decrease,-1.0,-9.0,-8.0
LC612,Social Care Work,309.0,320.0,319.0,Points decrease,-11.0,-10.0,1.0
LM002,Arts,360.0,348.0,329.0,Points decrease,12.0,31.0,19.0
LM019,Social Sciences,451.0,,,Points decrease,,,
LM020,Law and Accounting,474.0,465.0,436.0,Points decrease,9.0,38.0,29.0
LM026,Performing Arts (audition format TBC),329.0,303.0,307.0,Points decrease,26.0,22.0,-4.0
LM028,Criminal Justice,420.0,418.0,387.0,Points decrease,2.0,33.0,31.0
LM029,Law Plus,530.0,490.0,473.0,Points decrease,40.0,57.0,17.0
LM038,Psychology and Sociology,530.0,500.0,478.0,Points decrease,30.0,52.0,22.0
LM039,Journalism and Digital Communication,432.0,402.0,388.0,Points decrease,30.0,44.0,14.0
LM040,European Studies,409.0,369.0,350.0,Points decrease,40.0,59.0,19.0
LM044,Applied Languages,429.0,442.0,404.0,Points decrease,-13.0,25.0,38.0
LM050,Business Studies (options),451.0,431.0,419.0,Points decrease,20.0,32.0,12.0
LM056,International Business,555.0,528.0,511.0,Points decrease,27.0,44.0,17.0
LM058,Financial Mathematics,468.0,403.0,434.0,Points decrease,65.0,34.0,-31.0
LM063,Technology Management,410.0,379.0,372.0,Points decrease,31.0,38.0,7.0
LM066,Environmental Science,430.0,,,Points decrease,,,
LM068,Food Science and Health,464.0,421.0,400.0,Points decrease,43.0,64.0,21.0
LM076,Product Design and Technology (portfolio required),401.0,408.0,402.0,Points decrease,-7.0,-1.0,6.0
LM077,Aeronautical Engineering,567.0,520.0,469.0,Points decrease,47.0,98.0,51.0
LM082,Construction Management and Engineering,446.0,398.0,368.0,Points decrease,48.0,78.0,30.0
LM089,Sport and Exercise Sciences,498.0,474.0,441.0,Points decrease,24.0,57.0,33.0
LM090,Physical Education with concurrent Teacher Educati,552.0,532.0,498.0,Points decrease,20.0,54.0,34.0
LM091,Languages with concurrent Teacher Education,506.0,517.0,,Points decrease,-11.0,,
LM092,Science with Teacher Ed (Biology with Physics/Chem,521.0,507.0,478.0,Points decrease,14.0,43.0,29.0
LM093,Equine Science,367.0,339.0,338.0,Points decrease,28.0,29.0,1.0
LM094,Materials and Architectural Technology with concur,475.0,440.0,405.0,Points decrease,35.0,70.0,35.0
LM095,Materials and Engineering Technology with concurre,425.0,367.0,358.0,Points decrease,58.0,67.0,9.0
LM096,Science with Teacher Ed (Physical Sciences with Ch,454.0,405.0,382.0,Points decrease,49.0,72.0,23.0
LM097,Mathematics and Computer Science with concurrent T,465.0,402.0,,Points decrease,63.0,,
LM099,Architecture,520.0,498.0,419.0,Points decrease,22.0,101.0,79.0
LM100,Physiotherapy,613.0,589.0,565.0,Points decrease,24.0,48.0,24.0
LM101,Medicine  - Graduate Entry (GAMSAT required),57.0,55.0,55.0,Points decrease,2.0,2.0,0.0
LM102,Psychology,534.0,509.0,495.0,Points decrease,25.0,39.0,14.0
LM103,Paramedic Studies (Full B/Provisional C1 Drivers L,429.0,392.0,313.0,Points decrease,37.0,116.0,79.0
LM105,Exercise and Health Fitness Management,441.0,,,Points decrease,,,
LM115,Chemical and Biochemical Engineering,476.0,454.0,456.0,Points decrease,22.0,20.0,-2.0
LM116,Engineering (Biomedical/Civil/Design and Manufactu,498.0,476.0,434.0,Points decrease,22.0,64.0,42.0
LM118,Electronic and Computer Engineering,445.0,403.0,401.0,Points decrease,42.0,44.0,2.0
LM121,Computer Science (Computer Systems/Games Dev/Cyber,402.0,351.0,352.0,Points decrease,51.0,50.0,-1.0
LM122,Creative Media and Interaction Design (Digital Des,382.0,327.0,330.0,Points decrease,55.0,52.0,-3.0
LM123,Biological and Chemical Sc. (Biosci/Envir Sci/Ind,498.0,441.0,412.0,Points decrease,57.0,86.0,29.0
LM124,Mathematics (Math Science/Maths and Physics/Econom,455.0,437.0,427.0,Points decrease,18.0,28.0,10.0
LM125,Physics (Applied Physics or Mathematics and Physic,489.0,404.0,405.0,Points decrease,85.0,84.0,-1.0
LM150,General Nursing,498.0,475.0,440.0,Points decrease,23.0,58.0,35.0
LM152,Mental Health Nursing,478.0,419.0,388.0,Points decrease,59.0,90.0,31.0
LM154,Intellectual Disability Nursing,462.0,420.0,381.0,Points decrease,42.0,81.0,39.0
LM156,Midwifery,521.0,469.0,429.0,Points decrease,52.0,92.0,40.0
MU001,Theology and Arts,294.0,290.0,290.0,Points decrease,4.0,4.0,0.0
MU002,Theology,,440.0,292.0,Points decrease,,,148.0
MH001,Education - Primary Teaching (Froebel),564.0,507.0,496.0,Points decrease,57.0,68.0,11.0
MH002,Education - Primary Teaching - Gaeltacht Applicant,,,441.0,Points decrease,,,
MH003,Early Childhood - Teaching and Learning (full-time,381.0,,,Points decrease,,,
MH101,Arts,338.0,318.0,316.0,Points decrease,20.0,22.0,2.0
MH103,Music,,,,Points decrease,,,
MH106,Psychology - 3 years,554.0,521.0,495.0,Points decrease,33.0,59.0,26.0
MH107,Social Science,390.0,346.0,326.0,Points decrease,44.0,64.0,20.0
MH109,Media Studies,324.0,316.0,317.0,Points decrease,8.0,7.0,-1.0
MH116,Community and Youth Work (Full-Time),,,,Points decrease,,,
MH201,Science,401.0,360.0,350.0,Points decrease,41.0,51.0,10.0
MH202,Biotechnology,490.0,455.0,429.0,Points decrease,35.0,61.0,26.0
MH203,Biological and Geographical Sciences,451.0,430.0,,Points decrease,21.0,,
MH204,Physics with Astrophysics,422.0,422.0,420.0,Points decrease,0.0,2.0,2.0
MH206,Theoretical Physics and Mathematics,521.0,510.0,498.0,Points decrease,11.0,23.0,12.0
MH207,Data Science,444.0,445.0,434.0,Points decrease,-1.0,10.0,11.0
MH208,Biological and Biomedical Sciences,543.0,498.0,451.0,Points decrease,45.0,92.0,47.0
MH209,Psychology (through Science) - 4 years,529.0,498.0,473.0,Points decrease,31.0,56.0,25.0
MH210,Pharmaceutical and Biomedical Chemistry,510.0,487.0,446.0,Points decrease,23.0,64.0,41.0
MH212,Science|Maths and Computer Science|Mathematics (wi,452.0,422.0,444.0,Points decrease,30.0,8.0,-22.0
MH304,Engineering (Computer/Electronic/Communications),351.0,333.0,371.0,Points decrease,18.0,-20.0,-38.0
MH305,Product Design,326.0,357.0,358.0,Points decrease,-31.0,-32.0,-1.0
MH306,Robotics and Intelligent Devices,362.0,361.0,361.0,Points decrease,1.0,1.0,0.0
MH401,Finance (options),370.0,357.0,352.0,Points decrease,13.0,18.0,5.0
MH402,Quantitative Finance,476.0,476.0,476.0,Points decrease,0.0,0.0,0.0
MH403,Accounting and Finance,424.0,422.0,402.0,Points decrease,2.0,22.0,20.0
MH404,Business (options),441.0,430.0,400.0,Points decrease,11.0,41.0,30.0
MH407,Business and Accounting,423.0,420.0,401.0,Points decrease,3.0,22.0,19.0
MH411,Entrepreneurship,378.0,371.0,358.0,Points decrease,7.0,20.0,13.0
MH501,LLB Law - four year Single Major Law programme,507.0,473.0,451.0,Points decrease,34.0,56.0,22.0
MH502,Law (options),465.0,451.0,410.0,Points decrease,14.0,55.0,41.0
MH601,Computer Science through Arts (options),381.0,352.0,342.0,Points decrease,29.0,39.0,10.0
MH602,Computer Science through Science (options),400.0,351.0,357.0,Points decrease,49.0,43.0,-6.0
MH603,Computational Thinking,520.0,532.0,520.0,Points decrease,-12.0,0.0,12.0
MH801,Early Childhood - Teaching and Learning (part-time,,327.0,347.0,Points decrease,,,-20.0
MH802,Community and Youth Work (part-time  in service),,,,Points decrease,,,
MH803,Local Studies/Community Studies (part-time  evenin,,,,Points decrease,,,
AS001,Education  Home Economics and Biology - with concu,542.0,510.0,456.0,Points decrease,32.0,86.0,54.0
AS002,Education  Home Economics and Religious Ed - with,464.0,441.0,400.0,Points decrease,23.0,64.0,41.0
AS003,Education  Home Economics and Irish - with concurr,463.0,440.0,421.0,Points decrease,23.0,42.0,19.0
AS051,Nutrition  Food and Business Management,378.0,328.0,337.0,Points decrease,50.0,41.0,-9.0
AS054,Home Economics,440.0,408.0,387.0,Points decrease,32.0,53.0,21.0
AS110,General Nursing,440.0,419.0,391.0,Points decrease,21.0,49.0,28.0
AS130,Intellectual Disability Nursing,387.0,336.0,317.0,Points decrease,51.0,70.0,19.0
SG141,Business,262.0,261.0,252.0,Points decrease,1.0,10.0,9.0
SG145,Business and ICT,279.0,,,Points decrease,,,
SG146,Accounting,304.0,309.0,307.0,Points decrease,-5.0,-3.0,2.0
SG147,Sport with Business,288.0,307.0,269.0,Points decrease,-19.0,19.0,38.0
SG148,Tourism with Event Management,298.0,269.0,246.0,Points decrease,29.0,52.0,23.0
SG150,Business in Marketing,298.0,,,Points decrease,,,
SG241,Performing Arts,341.0,328.0,279.0,Points decrease,13.0,62.0,49.0
SG242,Early Childhood Care and Education,287.0,279.0,278.0,Points decrease,8.0,9.0,1.0
SG243,Social Care Practice,309.0,301.0,297.0,Points decrease,8.0,12.0,4.0
SG244,Fine Art,501.0,505.0,355.0,Points decrease,-4.0,146.0,150.0
SG245,Creative Design,332.0,282.0,261.0,Points decrease,50.0,71.0,21.0
SG246,Computing,316.0,290.0,295.0,Points decrease,26.0,21.0,-5.0
SG247,English and Psychology,319.0,309.0,308.0,Points decrease,10.0,11.0,1.0
SG248,Sociology and Politics,298.0,281.0,282.0,Points decrease,17.0,16.0,-1.0
SG249,Writing and Literature,308.0,297.0,279.0,Points decrease,11.0,29.0,18.0
SG252,Software Development,310.0,307.0,300.0,Points decrease,3.0,10.0,7.0
SG253,Computing in Computer Networks and Cyber Security,336.0,324.0,273.0,Points decrease,12.0,63.0,51.0
SG254,Writing and Literature Online,327.0,225.0,,Points decrease,102.0,,
SG255,Law and Business,291.0,,,Points decrease,,,
SG341,General Engineering,373.0,,,Points decrease,,,
SG342,Civil Engineering,418.0,415.0,,Points decrease,3.0,,
SG343,Quantity Surveying,300.0,311.0,261.0,Points decrease,-11.0,39.0,50.0
SG344,Mechanical Engineering,412.0,,,Points decrease,,,
SG346,Construction Project Management and Applied Techno,313.0,291.0,289.0,Points decrease,22.0,24.0,2.0
SG347,Architecture,403.0,360.0,309.0,Points decrease,43.0,94.0,51.0
SG348,Interior Architecture and Design,359.0,316.0,,Points decrease,43.0,,
SG349,Electronics and Self Driving Technologies,,,,Points decrease,,,
SG350,Robotics and Automation,384.0,,,Points decrease,,,
SG442,Occupational Safety and Health,307.0,290.0,289.0,Points decrease,17.0,18.0,1.0
SG443,Human Nutrition,376.0,356.0,357.0,Points decrease,20.0,19.0,-1.0
SG444,Science Undenominated,358.0,338.0,308.0,Points decrease,20.0,50.0,30.0
SG445,Pharmaceutical Science with Drug Development,357.0,311.0,347.0,Points decrease,46.0,10.0,-36.0
SG447,Health Science and Physical Activity,326.0,328.0,316.0,Points decrease,-2.0,10.0,12.0
SG448,Forensic Investigation and Analysis,308.0,306.0,306.0,Points decrease,2.0,2.0,0.0
SG449,Medical Biotechnology,315.0,341.0,329.0,Points decrease,-26.0,-14.0,12.0
SG450,Environmental Science with Ecology (Level 8),310.0,300.0,,Points decrease,10.0,,
TL801,Animation  Visual Effects and Motion Design (Level,718.0,281.0,281.0,Points decrease,437.0,437.0,0.0
TL802,TV  Radio and New Media (Level 8),322.0,325.0,306.0,Points decrease,-3.0,16.0,19.0
TL810,Computing with Software Development,308.0,310.0,309.0,Points decrease,-2.0,-1.0,1.0
TL811,Computing with Games Development,322.0,358.0,310.0,Points decrease,-36.0,12.0,48.0
TL815,Computing (Degree Award options),307.0,308.0,308.0,Points decrease,-1.0,-1.0,0.0
TL823,Event Management (3 year programme),293.0,299.0,291.0,Points decrease,-6.0,2.0,8.0
TL831,Business Studies (Major Specialism in: Acctng or M,306.0,306.0,307.0,Points decrease,0.0,-1.0,-1.0
TL842,Construction Management,,,,Points decrease,,,
TL844,Agricultural Engineering,301.0,300.0,311.0,Points decrease,1.0,-10.0,-11.0
TL845,Civil Engineering,361.0,325.0,300.0,Points decrease,36.0,61.0,25.0
TL847,Manufacturing Engineering,305.0,302.0,,Points decrease,3.0,,
TL848,Agricultural Science,307.0,308.0,331.0,Points decrease,-1.0,-24.0,-23.0
TL851,Wildlife Biology (Degree Award options),309.0,309.0,310.0,Points decrease,0.0,-1.0,-1.0
TL855,Pharmaceutical Science (Degree Award options),316.0,317.0,342.0,Points decrease,-1.0,-26.0,-25.0
TL858,Veterinary Bioscience,317.0,308.0,326.0,Points decrease,9.0,-9.0,-18.0
TL871,Health and Leisure (Degree Award options),303.0,300.0,303.0,Points decrease,3.0,0.0,-3.0
TL872,Health and Leisure with Massage,314.0,309.0,288.0,Points decrease,5.0,26.0,21.0
TL873,Coaching and Sports Performance,308.0,289.0,282.0,Points decrease,19.0,26.0,7.0
TL874,Inclusive Sport and Physical Activity,341.0,,,Points decrease,,,
TL880,Early Childhood Care and Education,309.0,307.0,307.0,Points decrease,2.0,2.0,0.0
TL881,Social Care,301.0,308.0,308.0,Points decrease,-7.0,-7.0,0.0
TL889,Counselling with Addiction - Mature applicants onl,,,,Points decrease,,,
TL890,General Nursing and Mature Applicants,463.0,440.0,407.0,Points decrease,23.0,56.0,33.0
TL891,Mental Health Nursing and Mature Applicants,440.0,389.0,367.0,Points decrease,51.0,73.0,22.0
WD001,Applied Computing (options),270.0,260.0,279.0,Points decrease,10.0,-9.0,-19.0
WD002,Science (options),279.0,308.0,302.0,Points decrease,-29.0,-23.0,6.0
WD005,Health Sciences (options),271.0,280.0,288.0,Points decrease,-9.0,-17.0,-8.0
WD006,Exercise Sciences (options),270.0,280.0,282.0,Points decrease,-10.0,-12.0,-2.0
WD007,Engineering (options),270.0,288.0,287.0,Points decrease,-18.0,-17.0,1.0
WD025,Construction Management and Engineering,262.0,269.0,269.0,Points decrease,-7.0,-7.0,0.0
WD027,Music,321.0,262.0,290.0,Points decrease,59.0,31.0,-28.0
WD048,Business (options),279.0,271.0,278.0,Points decrease,8.0,1.0,-7.0
WD084,Accounting,308.0,308.0,307.0,Points decrease,0.0,1.0,1.0
WD091,Hospitality Management,225.0,228.0,210.0,Points decrease,-3.0,15.0,18.0
WD116,General Nursing,446.0,422.0,413.0,Points decrease,24.0,33.0,9.0
WD117,Psychiatric Nursing,415.0,366.0,361.0,Points decrease,49.0,54.0,5.0
WD120,Intellectual Disability Nursing,390.0,377.0,338.0,Points decrease,13.0,52.0,39.0
WD134,International Business,267.0,290.0,289.0,Points decrease,-23.0,-22.0,1.0
WD137,Design (Visual Communications),252.0,271.0,253.0,Points decrease,-19.0,-1.0,18.0
WD140,Laws,280.0,280.0,290.0,Points decrease,0.0,-10.0,-10.0
WD144,Architecture,309.0,284.0,283.0,Points decrease,25.0,26.0,1.0
WD147,Pharmaceutical Science,288.0,293.0,298.0,Points decrease,-5.0,-10.0,-5.0
WD150,Criminal Justice Studies,280.0,270.0,271.0,Points decrease,10.0,9.0,-1.0
WD152,Visual Art,243.0,,253.0,Points decrease,,-10.0,
WD161,Computer Forensics and Security,270.0,255.0,262.0,Points decrease,15.0,8.0,-7.0
WD162,Quantity Surveying,226.0,216.0,260.0,Points decrease,10.0,-34.0,-44.0
WD163,Psychology,456.0,434.0,390.0,Points decrease,22.0,66.0,44.0
WD186,Sports Coaching and Performance,261.0,270.0,276.0,Points decrease,-9.0,-15.0,-6.0
WD187,Social Science,276.0,272.0,271.0,Points decrease,4.0,5.0,1.0
WD191,Agricultural Science,377.0,377.0,378.0,Points decrease,0.0,-1.0,-1.0
WD192,Social Care Practice,271.0,270.0,279.0,Points decrease,1.0,-8.0,-9.0
WD193,Marketing and Digital Media,279.0,271.0,290.0,Points decrease,8.0,-11.0,-19.0
WD194,Culinary Arts,237.0,217.0,235.0,Points decrease,20.0,2.0,-18.0
WD195,Architectural and Building Information Modelling T,279.0,279.0,266.0,Points decrease,0.0,13.0,13.0
WD200,Arts (options),201.0,,221.0,Points decrease,,-20.0,
WD210,Software Systems Development,260.0,279.0,271.0,Points decrease,-19.0,-11.0,8.0
WD211,Creative Computing,270.0,271.0,275.0,Points decrease,-1.0,-5.0,-4.0
WD212,Recreation and Sport Management,262.0,270.0,274.0,Points decrease,-8.0,-12.0,-4.0
WD230,Mechanical and Manufacturing Engineering,230.0,253.0,273.0,Points decrease,-23.0,-43.0,-20.0
WD231,Early Childhood Care and Education,266.0,,,Points decrease,,,
WD232,Business Information Systems,261.0,,,Points decrease,,,
CR126,Popular Music: Drums at CIT Cork School of Music,,801.0,878.0,Points decrease,,,-77.0
CR127,Popular Music: Electric Guitar at CIT Cork School of Music,,838.0,584.0,Points decrease,,,254.0
CR128,Popular Music: Keyboards at CIT Cork School of Music,,840.0,839.0,Points decrease,,,1.0
CR129,Popular Music: Voice at CIT Cork School of Music,,841.0,857.0,Points decrease,,,-16.0
DB516,Financial Services,,,328.0,Points decrease,,,
DC201,Common Entry into Science (Undenominated Entry),,498.0,454.0,Points decrease,,,44.0
DC239,Gaeilge Iriseoireacht agus na Meáin Dhigiteacha,,430.0,,Points decrease,,,
DK860,Music (audition),,532.0,499.0,Points decrease,,,33.0
DL821,English Media and Cultural Studies,,212.0,211.0,Points decrease,,,1.0
DL828,3D Design Modelmaking and Digital Art,,506.0,691.0,Points decrease,,,-185.0
DL829,Design for Stage and Screen (Costume Design),,593.0,817.0,Points decrease,,,-224.0
DL830,Design for Stage and Screen (Character Makeup Design),,939.0,879.0,Points decrease,,,60.0
DL831,Design for Stage and Screen (Production Design),,781.0,893.0,Points decrease,,,-112.0
DL834,Film and Television Production,,990.0,933.0,Points decrease,,,57.0
DN252,Dairy Business,,410.0,398.0,Points decrease,,,12.0
DN253,Agri - Environmental Sciences,,418.0,403.0,Points decrease,,,15.0
DN271,Forestry,,311.0,303.0,Points decrease,,,8.0
DN272,Horticulture Landscape and Sportsturf Management,,297.0,252.0,Points decrease,,,45.0
GC250,Communications and Media Production,,,,Points decrease,,,
GC305,International Hospitality Management,,253.0,327.0,Points decrease,,,-74.0
GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),,409.0,330.0,Points decrease,,,79.0
GY112,Arts with Film Studies,,321.0,338.0,Points decrease,,,-17.0
GY120,Arts (Child Youth and Family: Policy and Practice),,350.0,309.0,Points decrease,,,41.0
GY121,Arts (Children`s Studies),,356.0,356.0,Points decrease,,,0.0
