,HEI,Course Code,INSTITUTION and COURSE,EOS,Mid
381,Technological University Dublin Blanchardstown Campus,BN113,Horticulture,289.0,321.0
382,Technological University Dublin Blanchardstown Campus,BN114,Accounting and Finance,280.0,332.0
383,Technological University Dublin Blanchardstown Campus,BN115,Community and Youth Development,250.0,298.0
384,Technological University Dublin Blanchardstown Campus,BN117,Computer Engineering in Mobile Systems,273.0,311.0
385,Technological University Dublin Blanchardstown Campus,BN118,Early Childhood Care and Education,290.0,320.0
386,Technological University Dublin Blanchardstown Campus,BN119,Digital Marketing,270.0,308.0
387,Technological University Dublin Blanchardstown Campus,BN120,Digital Forensics and Cyber Security,281.0,326.0
388,Technological University Dublin Blanchardstown Campus,BN121,Mechatronic Engineering,276.0,340.0
389,Technological University Dublin Blanchardstown Campus,BN123,DesignTechnology and Innovation,297.0,318.0
390,Technological University Dublin Tallaght Campus,TA022,Creative Digital Media,260.0,318.0
391,Technological University Dublin Tallaght Campus,TA023,Advertising and Marketing Communications,235.0,299.0
392,Technological University Dublin Tallaght Campus,TA024,Early Childhood Care and Education,217.0,307.0
393,Technological University Dublin Tallaght Campus,TA025,Social Care Practice,261.0,297.0
394,Technological University Dublin Tallaght Campus,TA026,International Hospitality and Tourism Management,208.0,269.0
395,Technological University Dublin Tallaght Campus,TA027,Botanical Cuisine,236.0,273.0
396,Technological University Dublin Tallaght Campus,TA028,Digital Marketing Technologies,220.0,313.0
397,Technological University Dublin Tallaght Campus,TA121,Accounting and Finance,202.0,328.0
398,Technological University Dublin Tallaght Campus,TA122,Management,218.0,297.0
399,Technological University Dublin Tallaght Campus,TA123,Marketing Management,207.0,284.0
400,Technological University Dublin Tallaght Campus,TA125,International Business,229.0,300.0
401,Technological University Dublin Tallaght Campus,TA221,Electronic Engineering,251.0,321.0
402,Technological University Dublin Tallaght Campus,TA222,Mechanical Engineering,243.0,302.0
403,Technological University Dublin Tallaght Campus,TA223,Sustainable Energy Engineering,236.0,305.0
404,Technological University Dublin Tallaght Campus,TA224,Biomedical Design,218.0,324.0
405,Technological University Dublin Tallaght Campus,TA225,Automation Engineering,235.0,288.0
406,Technological University Dublin Tallaght Campus,TA226,Engineering Software,243.0,304.0
407,Technological University Dublin Tallaght Campus,TA321,Pharmaceutical Science,261.0,298.0
408,Technological University Dublin Tallaght Campus,TA322,Computing,200.0,294.0
409,Technological University Dublin Tallaght Campus,TA323,Computing with IT Management,243.0,309.0
410,Technological University Dublin Tallaght Campus,TA326,DNA and Forensic Analysis,300.0,362.0
411,Technological University Dublin Tallaght Campus,TA327,Sports Science and Health,341.0,381.0
412,Technological University Dublin Tallaght Campus,TA328,Computing with Language (French/German/Spanish),218.0,317.0
413,Technological University Dublin Tallaght Campus,TA329,Computing with Data Analytics,218.0,296.0
414,National College of Art and Design,AD101,First Year Art & Design (Common Entry),0.0,550.0
415,National College of Art and Design,AD102,Graphic Design and Moving Image Design,0.0,635.0
416,National College of Art and Design,AD103,Textile & Surface Design and Jewellery & Objects,0.0,545.0
417,National College of Art and Design,AD202,Education & Design or Fine Art (Second Level Teaching),0.0,580.0
418,National College of Art and Design,AD204,Fine Art,0.0,600.0
419,National College of Art and Design,AD211,Fashion Design,0.0,600.0
420,National College of Art and Design,AD212,Product Design,0.0,600.0
421,National College of Art and Design,AD215,Visual Culture,300.0,338.0
422,National College of Art and Design,AD217,Illustration,0.0,625.0
423,National College of Art and Design,AD222,Interaction Design,0.0,657.0
424,National College of Ireland (NCI),NC003,Computing (Degree Award options),261.0,316.0
425,National College of Ireland (NCI),NC005,Human Resource Management,297.0,320.0
426,National College of Ireland (NCI),NC009,Business,297.0,339.0
427,National College of Ireland (NCI),NC010,Psychology,366.0,399.0
428,National College of Ireland (NCI),NC020,Marketing Practice,270.0,307.0
429,National College of Ireland (NCI),NC022,Accounting and Finance,338.0,376.0
430,National College of Ireland (NCI),NC023,Technology Management (with specialisations),260.0,303.0
431,National College of Ireland (NCI),NC025,Data Science,297.0,371.0
432,Royal College of Surgeons in Ireland,RC001,Medicine - Undergraduate Entry (HPAT required),729.0,733.0
433,Royal College of Surgeons in Ireland,RC004,Physiotherapy,532.0,542.0
434,Royal College of Surgeons in Ireland,RC005,Pharmacy,555.0,566.0
435,Royal College of Surgeons in Ireland,RC101,Medicine - Graduate Entry (GAMSAT required),60.0,62.0
436,Trinity College Dublin,TR002,Music,414.0,473.0
437,Trinity College Dublin,TR003,History,486.0,518.0
438,Trinity College Dublin,TR004,Law,532.0,552.0
439,Trinity College Dublin,TR005,Philosophy,391.0,446.0
440,Trinity College Dublin,TR006,Psychology,555.0,577.0
441,Trinity College Dublin,TR007,Clinical Speech and Language Studies,499.0,529.0
442,Trinity College Dublin,TR009,Music Education,430.0,465.0
443,Trinity College Dublin,TR012,History and Political Science,532.0,557.0
444,Trinity College Dublin,TR015,Philosophy Political Science Economics and Sociology,566.0,577.0
445,Trinity College Dublin,TR016,Deaf Studies,337.0,372.0
446,Trinity College Dublin,TR017,Law and Business,576.0,589.0
447,Trinity College Dublin,TR018,Law and French,532.0,554.0
448,Trinity College Dublin,TR019,Law and German,523.0,555.0
449,Trinity College Dublin,TR020,Law and Political Science,567.0,600.0
450,Trinity College Dublin,TR021,Classics Ancient History and Archaeology,377.0,495.0
451,Trinity College Dublin,TR022,Early and Modern Irish,347.0,407.0
452,Trinity College Dublin,TR023,English Studies,463.0,511.0
453,Trinity College Dublin,TR024,European Studies,520.0,544.0
454,Trinity College Dublin,TR025,Drama and Theatre Studies,489.0,531.0
455,Trinity College Dublin,TR028,Ancient and Medieval History and Culture,339.0,451.0
456,Trinity College Dublin,TR029,Political Science and Geography,477.0,500.0
457,Trinity College Dublin,TR031,Mathematics,566.0,589.0
458,Trinity College Dublin,TR032,Engineering,487.0,520.0
459,Trinity College Dublin,TR033,Computer Science,465.0,488.0
460,Trinity College Dublin,TR034,Management Science and Information Systems Studies,589.0,602.0
461,Trinity College Dublin,TR035,Theoretical Physics,554.0,601.0
462,Trinity College Dublin,TR038,Engineering with Management,499.0,543.0
463,Trinity College Dublin,TR039,Computer Science and Language,435.0,498.0
464,Trinity College Dublin,TR040,Middle Eastern and European Languages and Cultures,485.0,518.0
465,Trinity College Dublin,TR041,Religion,347.0,393.0
466,Trinity College Dublin,TR051,Medicine (HPAT required),730.0,739.0
467,Trinity College Dublin,TR052,Dental Science,590.0,602.0
468,Trinity College Dublin,TR053,Physiotherapy,533.0,544.0
469,Trinity College Dublin,TR054,Occupational Therapy,500.0,520.0
470,Trinity College Dublin,TR055,Radiation Therapy,510.0,521.0
471,Trinity College Dublin,TR056,Human Health and Disease,543.0,565.0
472,Trinity College Dublin,TR060,Biological and Biomedical Sciences,510.0,542.0
473,Trinity College Dublin,TR061,Chemical Sciences,488.0,520.0
474,Trinity College Dublin,TR062,Geography and Geoscience,435.0,485.0
475,Trinity College Dublin,TR063,Physical Sciences,498.0,543.0
476,Trinity College Dublin,TR072,Pharmacy,555.0,577.0
477,Trinity College Dublin,TR080,Global Business,565.0,577.0
478,Trinity College Dublin,TR081,Business Economic and Social Studies (BESS),518.0,542.0
479,Trinity College Dublin,TR082,Computer Science and Business,510.0,542.0
480,Trinity College Dublin,TR083,Sociology and Social Policy,451.0,474.0
481,Trinity College Dublin,TR084,Social Studies (Social Work),420.0,462.0
482,Trinity College Dublin,TR085,Business Studies and French,509.0,553.0
483,Trinity College Dublin,TR086,Business Studies and German,474.0,495.0
484,Trinity College Dublin,TR087,Business Studies and Russian,467.0,487.0
485,Trinity College Dublin,TR089,Business Studies and Polish,393.0,434.0
486,Trinity College Dublin,TR090,Business Studies and Spanish,510.0,543.0
487,Trinity College Dublin,TR091,General Nursing (Meath and St James`s),393.0,420.0
488,Trinity College Dublin,TR093,General Nursing (Adelaide School of Nursing),378.0,409.0
489,Trinity College Dublin,TR095,Mental Health Nursing,358.0,377.0
490,Trinity College Dublin,TR097,Intellectual Disability Nursing,346.0,350.0
491,Trinity College Dublin,TR911,Children`s and General Nursing (Integrated),476.0,487.0
492,Trinity College Dublin,TR913,Midwifery,423.0,462.0
493,University College Dublin (NUI),DN100,Architecture,473.0,509.0
494,University College Dublin (NUI),DN120,Landscape Architecture,353.0,403.0
495,University College Dublin (NUI),DN130,City Planning and Environmental Policy,367.0,421.0
496,University College Dublin (NUI),DN150,Engineering (Common Entry),511.0,554.0
497,University College Dublin (NUI),DN200,Science (options),521.0,554.0
498,University College Dublin (NUI),DN201,Computer Science (Common Entry),488.0,509.0
499,University College Dublin (NUI),DN230,Actuarial and Financial Studies,577.0,589.0
500,University College Dublin (NUI),DN250,Agricultural Science (options),420.0,462.0
501,University College Dublin (NUI),DN252,Dairy Business,398.0,428.0
502,University College Dublin (NUI),DN253,Agri - Environmental Sciences,403.0,419.0
503,University College Dublin (NUI),DN261,Food Science,434.0,467.0
504,University College Dublin (NUI),DN262,Human Nutrition,493.0,510.0
505,University College Dublin (NUI),DN271,Forestry,303.0,361.0
506,University College Dublin (NUI),DN272,Horticulture Landscape and Sportsturf Management,252.0,312.0
507,University College Dublin (NUI),DN300,Veterinary Medicine - Undergraduate Entry,567.0,589.0
508,University College Dublin (NUI),DN301,Veterinary Medicine - Graduate Entry,,
509,University College Dublin (NUI),DN310,Veterinary Nursing,441.0,487.0
510,University College Dublin (NUI),DN400,Medicine - Undergraduate Entry (HPAT required),735.0,745.0
511,University College Dublin (NUI),DN401,Medicine - Graduate Entry (GAMSAT required),59.0,61.0
512,University College Dublin (NUI),DN410,Radiography,507.0,522.0
513,University College Dublin (NUI),DN411,Radiography - Graduate Entry,,
514,University College Dublin (NUI),DN420,Physiotherapy,542.0,555.0
515,University College Dublin (NUI),DN425,Health and Performance Science,488.0,509.0
516,University College Dublin (NUI),DN430,Sport and Exercise Management,436.0,455.0
517,University College Dublin (NUI),DN440,Biomedical Health and Life Sciences,565.0,579.0
518,University College Dublin (NUI),DN450,General Nursing,398.0,420.0
519,University College Dublin (NUI),DN451,Children`s and General Nursing (Integrated),462.0,499.0
520,University College Dublin (NUI),DN452,Midwifery,409.0,452.0
521,University College Dublin (NUI),DN453,Mental Health Nursing,379.0,403.0
522,University College Dublin (NUI),DN520,Arts (Two Subjects),336.0,408.0
523,University College Dublin (NUI),DN530,Humanities (options),348.0,411.0
524,University College Dublin (NUI),DN541,Modern Languages (options),348.0,412.0
525,University College Dublin (NUI),DN600,Law (options),520.0,532.0
526,University College Dublin (NUI),DN610,Business and Law,521.0,543.0
527,University College Dublin (NUI),DN650,Commerce,498.0,510.0
528,University College Dublin (NUI),DN660,Commerce International (options),507.0,531.0
529,University College Dublin (NUI),DN670,Economics and Finance,601.0,601.0
530,University College Dublin (NUI),DN700,Social Sciences (options),388.0,441.0
531,University College Dublin (NUI),DN710,Economics,476.0,488.0
532,University College Dublin (NUI),DN720,Psychology,517.0,531.0
533,University College Dublin (NUI),DN750,Social Policy and Sociology,330.0,366.0
534,Dundalk Institute of Technology,DK810,Accounting and Finance,306.0,391.0
535,Dundalk Institute of Technology,DK816,Business Studies,300.0,357.0
536,Dundalk Institute of Technology,DK820,Computing in Games Development,307.0,369.0
537,Dundalk Institute of Technology,DK821,Computing in Software Development,301.0,347.0
538,Dundalk Institute of Technology,DK830,Building Surveying,302.0,349.0
539,Dundalk Institute of Technology,DK831,Architectural Technology,301.0,366.0
540,Dundalk Institute of Technology,DK832,Construction Management,300.0,329.0
541,Dundalk Institute of Technology,DK843,Engineering (Common Entry),303.0,402.0
542,Dundalk Institute of Technology,DK860,Music,499.0,649.0
543,Dundalk Institute of Technology,DK861,Arts,300.0,358.0
544,Dundalk Institute of Technology,DK862,Social Care,300.0,338.0
545,Dundalk Institute of Technology,DK863,Creative Media,300.0,376.0
546,Dundalk Institute of Technology,DK864,Film and Television Production,300.0,332.0
547,Dundalk Institute of Technology,DK865,Audio and Music Production,301.0,346.0
548,Dundalk Institute of Technology,DK870,General Nursing,392.0,401.0
549,Dundalk Institute of Technology,DK872,Intellectual Disability Nursing,300.0,317.0
550,Dundalk Institute of Technology,DK874,Mental Health Nursing,356.0,378.0
551,Dundalk Institute of Technology,DK876,Early Childhood Studies,305.0,359.0
552,Dundalk Institute of Technology,DK877,Midwifery,398.0,441.0
553,Dundalk Institute of Technology,DK880,Health and Physical Activity,300.0,367.0
554,Dundalk Institute of Technology,DK882,Agriculture (Award options),303.0,358.0
555,Dundalk Institute of Technology,DK883,Science (Award options),300.0,369.0
556,Galway-Mayo Institute of Technology,GA181,Accounting,303.0,378.0
557,Galway-Mayo Institute of Technology,GA182,Business,290.0,347.0
558,Galway-Mayo Institute of Technology,GA183,Business Information Systems,309.0,373.0
559,Galway-Mayo Institute of Technology,GA184,Marketing and Sales,307.0,348.0
560,Galway-Mayo Institute of Technology,GA185,Finance and Economics,307.0,398.0
561,Galway-Mayo Institute of Technology,GA186,Business with Entrepreneurship,297.0,328.0
562,Galway-Mayo Institute of Technology,GA187,Rural Enterprise and Agri-Business (Mountbellew Campus),280.0,367.0
563,Galway-Mayo Institute of Technology,GA281,Film and Documentary,287.0,360.0
564,Galway-Mayo Institute of Technology,GA282,Heritage Studies,238.0,308.0
565,Galway-Mayo Institute of Technology,GA283,Contemporary Art,260.0,340.0
566,Galway-Mayo Institute of Technology,GA284,Design,309.0,377.0
567,Galway-Mayo Institute of Technology,GA380,International Hotel Management,225.0,289.0
568,Galway-Mayo Institute of Technology,GA381,International Tourism Management,261.0,290.0
569,Galway-Mayo Institute of Technology,GA382,Culinary and Gastronomic Science,225.0,316.0
570,Galway-Mayo Institute of Technology,GA384,Event Management with Public Relations,209.0,289.0
571,Galway-Mayo Institute of Technology,GA385,Retail Management,219.0,319.0
572,Galway-Mayo Institute of Technology,GA480,Construction Management,260.0,312.0
573,Galway-Mayo Institute of Technology,GA482,Quantity Surveying and Construction Economics,280.0,340.0
574,Galway-Mayo Institute of Technology,GA483,Architectural Technology,251.0,321.0
575,Galway-Mayo Institute of Technology,GA484,Civil Engineering,270.0,362.0
576,Galway-Mayo Institute of Technology,GA580,Software and Electronic Engineering,301.0,351.0
577,Galway-Mayo Institute of Technology,GA680,Mechanical Engineering,336.0,389.0
578,Galway-Mayo Institute of Technology,GA681,Energy Engineering,281.0,328.0
579,Galway-Mayo Institute of Technology,GA682,Biomedical Engineering,331.0,383.0
580,Galway-Mayo Institute of Technology,GA683,Agricultural Engineering,301.0,365.0
581,Galway-Mayo Institute of Technology,GA684,Engineering (Common entry to Agri/Biomed/Energy/Mech Eng),346.0,406.0
582,Galway-Mayo Institute of Technology,GA780,Applied Freshwater and Marine Biology,300.0,360.0
583,Galway-Mayo Institute of Technology,GA781,Applied Biology and Biopharmaceutical Science,317.0,376.0
584,Galway-Mayo Institute of Technology,GA782,Chemical and Pharmaceutical Science,307.0,346.0
585,Galway-Mayo Institute of Technology,GA783,Physics and Instrumentation,373.0,378.0
586,Galway-Mayo Institute of Technology,GA784,Science (Undenominated),327.0,377.0
587,Galway-Mayo Institute of Technology,GA785,Medical Science,451.0,486.0
588,Galway-Mayo Institute of Technology,GA786,Forensic Science and Analysis,300.0,366.0
589,Galway-Mayo Institute of Technology,GA787,Computing in Software Development,275.0,327.0
590,Galway-Mayo Institute of Technology,GA788,Computing and Digital Media,270.0,327.0
591,Galway-Mayo Institute of Technology,GA789,Agriculture and Environmental Management (Mountbellew Campus),297.0,339.0
592,Galway-Mayo Institute of Technology,GA790,Sport and Exercise Science,350.0,379.0
593,Galway-Mayo Institute of Technology,GA791,Public Health Nutrition,364.0,397.0
594,Galway-Mayo Institute of Technology,GA880,General Nursing - Mayo Campus,389.0,400.0
595,Galway-Mayo Institute of Technology,GA882,Psychiatric Nursing - Mayo Campus,346.0,370.0
596,Galway-Mayo Institute of Technology,GA885,Outdoor Education - Mayo Campus,210.0,298.0
597,Galway-Mayo Institute of Technology,GA887,History and Geography - Mayo Campus,228.0,296.0
598,Galway-Mayo Institute of Technology,GA889,Applied Social Care - Mayo Campus,260.0,297.0
599,Galway-Mayo Institute of Technology,GA890,Early Childhood Care and Education - Mayo Campus,278.0,319.0
600,Galway-Mayo Institute of Technology,GA980,Education (Design Graphics and Construction) - Letterfrack Campus,376.0,389.0
601,Galway-Mayo Institute of Technology,GA981,Furniture Design and Manufacture - Letterfrack Campus,271.0,350.0
602,Galway-Mayo Institute of Technology,GA982,Furniture and Wood Technology - Letterfrack Campus,270.0,352.0
603,National University of Ireland Galway,GY101,Arts (Joint-Honours),300.0,374.0
604,National University of Ireland Galway,GY104,Arts (Psychology),507.0,529.0
605,National University of Ireland Galway,GY105,Arts (History),318.0,358.0
606,National University of Ireland Galway,GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),330.0,397.0
607,National University of Ireland Galway,GY109,Arts (Mathematics and Education),411.0,487.0
608,National University of Ireland Galway,GY110,Arts with Children's Studies,382.0,409.0
609,National University of Ireland Galway,GY111,Arts with Creative Writing,402.0,472.0
610,National University of Ireland Galway,GY112,Arts with Film Studies,338.0,370.0
611,National University of Ireland Galway,GY113,Arts with Human Rights,338.0,409.0
612,National University of Ireland Galway,GY115,Arts with Performing Arts Studies,328.0,367.0
613,National University of Ireland Galway,GY118,Arts (Drama Theatre and Performance Studies),410.0,451.0
614,National University of Ireland Galway,GY119,Journalism,410.0,475.0
615,National University of Ireland Galway,GY120,Arts (Child Youth and Family: Policy and Practice),309.0,346.0
616,National University of Ireland Galway,GY121,Arts (Children's Studies),356.0,389.0
617,National University of Ireland Galway,GY122,Na Dána (Cumarsáid agus Gaeilge) ,308.0,399.0
618,National University of Ireland Galway,GY123,BSc (Applied Social Sciences),357.0,388.0
619,National University of Ireland Galway,GY124,Arts (Arts with Data Science),434.0,466.0
620,National University of Ireland Galway,GY125,Arts (Digital Arts and Technology),324.0,379.0
621,National University of Ireland Galway,GY126,Arts (English and Media Studies),418.0,451.0
622,National University of Ireland Galway,GY127,Arts (Film and Digital Media),387.0,435.0
623,National University of Ireland Galway,GY128,Arts (Global Languages),370.0,440.0
624,National University of Ireland Galway,GY129,Arts (International),408.0,477.0
625,National University of Ireland Galway,GY130,Arts (Music),400.0,444.0
626,National University of Ireland Galway,GY131,Arts (History and Globalisation Studies),340.0,431.0
627,National University of Ireland Galway,GY132,Government (Politics Economics and Law),402.0,444.0
628,National University of Ireland Galway,GY133,Education (Computer Science and Mathematical  Studies),401.0,466.0
629,National University of Ireland Galway,GY201,Commerce,420.0,453.0
630,National University of Ireland Galway,GY202,Commerce (International) with French,484.0,513.0
631,National University of Ireland Galway,GY203,Commerce (International) with German,489.0,541.0
632,National University of Ireland Galway,GY204,Commerce (International) with Spanish,484.0,500.0
633,National University of Ireland Galway,GY206,Business Information Systems (Work Placement & Optional Int`l Study),431.0,445.0
634,National University of Ireland Galway,GY207,Commerce (Accounting) including optional Global Experience year,486.0,510.0
635,National University of Ireland Galway,GY208,Commerce (Gaeilge),473.0,488.0
636,National University of Ireland Galway,GY209,Commerce (Global Experience),509.0,531.0
637,National University of Ireland Galway,GY250,Law & Business,436.0,467.0
638,National University of Ireland Galway,GY251,Law,473.0,498.0
639,National University of Ireland Galway,GY252,Law & Human Rights,510.0,521.0
640,National University of Ireland Galway,GY261,Business Studies (International Hotel Management Shannon),486.0,615.0
641,National University of Ireland Galway,GY262,Commerce (International Hotel Management Shannon),671.0,726.0
642,National University of Ireland Galway,GY301,Science,400.0,456.0
643,National University of Ireland Galway,GY303,Biomedical Science,533.0,566.0
644,National University of Ireland Galway,GY304,Biotechnology,473.0,507.0
645,National University of Ireland Galway,GY308,Environmental Science,413.0,440.0
646,National University of Ireland Galway,GY309,Financial Mathematics and Economics,454.0,498.0
647,National University of Ireland Galway,GY310,Marine Science,409.0,456.0
648,National University of Ireland Galway,GY313,Environmental Health and Safety,402.0,435.0
649,National University of Ireland Galway,GY314,Earth and Ocean Sciences,402.0,425.0
650,National University of Ireland Galway,GY318,Biopharmaceutical Chemistry,510.0,532.0
651,National University of Ireland Galway,GY319,Mathematical Science,456.0,531.0
652,National University of Ireland Galway,GY320,Physics (Degree options: AppliedAstrophysicsBiomedicalTheoretical),401.0,487.0
653,National University of Ireland Galway,GY350,Computer Science and Information Technology,425.0,466.0
654,National University of Ireland Galway,GY401,Engineering (Undenominated),444.0,499.0
655,National University of Ireland Galway,GY402,Civil Engineering,509.0,543.0
656,National University of Ireland Galway,GY405,Mechanical Engineering,443.0,499.0
657,National University of Ireland Galway,GY406,Electronic and Computer Engineering,509.0,547.0
658,National University of Ireland Galway,GY408,Biomedical Engineering,519.0,543.0
659,National University of Ireland Galway,GY410,Project and Construction Management,434.0,464.0
660,National University of Ireland Galway,GY413,Energy Systems Engineering,532.0,589.0
661,National University of Ireland Galway,GY414,Electrical and Electronic Engineering,454.0,487.0
662,National University of Ireland Galway,GY501,Medicine (five year/six year course HPAT required),726.0,731.0
663,National University of Ireland Galway,GY502,Occupational Therapy,532.0,543.0
664,National University of Ireland Galway,GY503,Speech and Language Therapy,529.0,543.0
665,National University of Ireland Galway,GY504,Podiatric Medicine,434.0,463.0
666,National University of Ireland Galway,GY515,General Nursing (Galway and Portiuncula),442.0,466.0
667,National University of Ireland Galway,GY516,Mental Health Nursing,388.0,413.0
668,National University of Ireland Galway,GY517,Midwifery,429.0,468.0
669,Letterkenny Institute of Technology,LY108,Business - Accounting,318.0,399.0
670,Letterkenny Institute of Technology,LY118,Business,287.0,352.0
671,Letterkenny Institute of Technology,LY208,Law,300.0,359.0
672,Letterkenny Institute of Technology,LY218,Business - with Spanish/Irish options,298.0,367.0
673,Letterkenny Institute of Technology,LY228,Sports and Exercise (Common Entry),278.0,330.0
674,Letterkenny Institute of Technology,LY408,Design (Common Entry),307.0,368.0
675,Letterkenny Institute of Technology,LY508,Fire Safety Engineering,270.0,299.0
676,Letterkenny Institute of Technology,LY518,Quantity Surveying,307.0,368.0
677,Letterkenny Institute of Technology,LY528,Construction Management,267.0,291.0
678,Letterkenny Institute of Technology,LY608,Mechanical Engineering,304.0,333.0
679,Letterkenny Institute of Technology,LY618,Electronics and Embedded Systems,307.0,339.0
680,Letterkenny Institute of Technology,LY708,Applied Computing,300.0,348.0
681,Letterkenny Institute of Technology,LY818,Science (Common Entry),302.0,371.0
682,Letterkenny Institute of Technology,LY828,Agriculture (Common Entry),300.0,342.0
683,Letterkenny Institute of Technology,LY908,General Nursing,383.0,390.0
684,Letterkenny Institute of Technology,LY918,Psychiatric Nursing,291.0,332.0
685,Letterkenny Institute of Technology,LY928,Intellectual Disability Nursing,288.0,299.0
686,Letterkenny Institute of Technology,LY968,Early Childhood Care Health and Education,300.0,336.0
687,Letterkenny Institute of Technology,LY978,Health & Social Care (Common Entry),260.0,299.0
688,Mary Immaculate College,MI001,Contemporary & Applied Theatre Studies,345.0,381.0
689,Mary Immaculate College,MI002,Arts (offered in conjunction with the University of Limerick),300.0,378.0
690,Mary Immaculate College,MI005,Education - Primary Teaching,473.0,506.0
691,Mary Immaculate College,MI006,Education - Primary Teaching (Gaeltacht Applicants),442.0,473.0
692,Mary Immaculate College,MI007,Early Childhood Care and Education,366.0,402.0
693,Mary Immaculate College,MI008,Education and Psychology - Primary Teaching,543.0,555.0
694,Mary Immaculate College,MI009,Education Business Studies and Accounting (Thurles Campus),392.0,420.0
695,Mary Immaculate College,MI010,Education Business Studies and Religious Studies (Thurles Campus),326.0,355.0
696,Mary Immaculate College,MI011,Education Irish and Religious Studies (Thurles Campus),377.0,387.0
697,Mary Immaculate College,MI012,Education Irish and Business Studies (Thurles Campus),398.0,440.0
698,Mary Immaculate College,MI013,Education Mathematics and Gaeilge (Thurles Campus),433.0,465.0
699,Irish College of Humanities & Applied Sciences,CI101,Counselling and Psychotherapy (Limerick),276.0,328.0
700,Limerick Institute of Technology,LC110,Art and Design (Common Entry portfolio),734.0,918.0
701,Limerick Institute of Technology,LC114,Fashion and Textiles for Product and Costume (portfolio),900.0,988.0
702,Limerick Institute of Technology,LC220,Digital Marketing,254.0,288.0
703,Limerick Institute of Technology,LC223,Law and Taxation,308.0,372.0
704,Limerick Institute of Technology,LC224,Accounting and Finance,299.0,382.0
705,Limerick Institute of Technology,LC225,Marketing and Management,298.0,337.0
706,Limerick Institute of Technology,LC226,Enterprise and Innovation,216.0,298.0
707,Limerick Institute of Technology,LC233,Software Development,300.0,371.0
708,Limerick Institute of Technology,LC234,Interactive Digital Media,219.0,288.0
709,Limerick Institute of Technology,LC236,Internet Systems Development,298.0,319.0
710,Limerick Institute of Technology,LC239,Computer Networks and Systems Management,335.0,347.0
711,Limerick Institute of Technology,LC241,Construction Management,276.0,303.0
712,Limerick Institute of Technology,LC242,Property Valuation and Management,292.0,328.0
713,Limerick Institute of Technology,LC243,Quantity Surveying,281.0,360.0
714,Limerick Institute of Technology,LC248,Built Environment (Common Entry),307.0,350.0
715,Limerick Institute of Technology,LC252,Civil Engineering Management,281.0,331.0
716,Limerick Institute of Technology,LC263,Clinical Technology,282.0,359.0
717,Limerick Institute of Technology,LC265,Forensic and Pharmaceutical Sciences,335.0,368.0
718,Limerick Institute of Technology,LC266,Drug and Medicinal Product Analysis,236.0,299.0
719,Limerick Institute of Technology,LC275,Electrical Engineering,288.0,340.0
720,Limerick Institute of Technology,LC288,Mechanical Engineering,307.0,360.0
721,Limerick Institute of Technology,LC289,Precision Engineering,280.0,369.0
722,Limerick Institute of Technology,LC292,Social Care Work,360.0,389.0
723,Limerick Institute of Technology,LC293,Business Studies with Travel and Tourism Management,299.0,326.0
724,Limerick Institute of Technology,LC294,Business Studies with Event Management,271.0,300.0
725,Limerick Institute of Technology,LC295,Business Studies with Sports Management,263.0,298.0
726,Limerick Institute of Technology,LC297,Community Development,217.0,269.0
727,Limerick Institute of Technology,LC320,Business,337.0,378.0
728,Limerick Institute of Technology,LC330,Business with Computing,298.0,326.0
729,Limerick Institute of Technology,LC340,Interior Design,298.0,349.0
730,Limerick Institute of Technology,LC362,Biotechnology and Biopharmaceutical Sciences,379.0,402.0
731,Limerick Institute of Technology,LC371,Creative Broadcast and Film Production,298.0,339.0
732,Limerick Institute of Technology,LC372,Music Technology and Production,321.0,369.0
733,Limerick Institute of Technology,LC374,Renewable and Electrical Energy Engineering,317.0,368.0
734,Limerick Institute of Technology,LC375,Industrial Automation & Robotic Systems,321.0,368.0
735,Limerick Institute of Technology,LC376,Electronic Engineering,308.0,346.0
736,Limerick Institute of Technology,LC380,Automotive Engineering and Transport Management,282.0,329.0
737,Limerick Institute of Technology,LC392,Beauty and Spa Management,217.0,318.0
738,Limerick Institute of Technology,LC393,Early Childhood Education & Care,260.0,309.0
739,Limerick Institute of Technology,LC401,Early Childhood Education & Care (Thurles),298.0,387.0
740,Limerick Institute of Technology,LC402,Social Care Work (Thurles),209.0,290.0
741,Limerick Institute of Technology,LC408,Environmental and Geographical Sciences (Thurles),262.0,346.0
742,Limerick Institute of Technology,LC411,Marketing and Management (Thurles),226.0,300.0
743,Limerick Institute of Technology,LC418,Computing - Games Design and Development (Thurles),271.0,318.0
744,Limerick Institute of Technology,LC422,Sports Strength and Conditioning (Thurles),288.0,333.0
745,Limerick Institute of Technology,LC434,Environmental Management in Agriculture (Thurles),278.0,347.0
746,Limerick Institute of Technology,LC502,Game Art and Design (Clonmel portfolio),838.0,950.0
747,Limerick Institute of Technology,LC517,Creative Media and Design (Clonmel),229.0,273.0
748,Limerick Institute of Technology,LC518,Digital Animation Production (Clonmel portfolio),816.0,962.0
749,Limerick Institute of Technology,LC612,Social Care Work (Ennis),319.0,338.0
750,Limerick Institute of Technology,LC613,Early Childhood Education & Care (Ennis),346.0,388.0
751,University of Limerick,LM002,Arts (offered in conjunction with Mary Immaculate College),329.0,388.0
752,University of Limerick,LM020,Law and Accounting,436.0,476.0
753,University of Limerick,LM026,Performing Arts (audition required),307.0,367.0
